,age,bmi,grade,q13,q18,q25,q26,q47,q57,qnowt,race4,sex,sitecode,year,q70,q50,q15,q16,q17,q67,q68,q23,q51,q53,q32,q69,q46,q19,q12,q8,q9,q41,q40,q27,carRiskScore
387742,4.0,37.77355734,2.0,,,2.0,2.0,2.0,1.0,2.0,3.0,2.0,CE,2017,7.0,,1.0,1.0,1.0,4.0,1.0,2.0,,,1.0,7.0,5.0,2.0,1.0,5.0,1.0,3.0,3.0,,0.0
387744,4.0,19.4921875,1.0,,,1.0,2.0,1.0,2.0,2.0,3.0,2.0,CE,2017,2.0,,1.0,1.0,3.0,3.0,2.0,2.0,,,1.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,,289.4736842105263
387745,4.0,25.18042367,1.0,,,2.0,2.0,1.0,2.0,1.0,2.0,2.0,CE,2017,1.0,,1.0,1.0,2.0,3.0,4.0,2.0,,,1.0,1.0,5.0,2.0,1.0,2.0,1.0,2.0,5.0,,131.57894736842104
387746,4.0,,1.0,,,2.0,2.0,1.0,2.0,,3.0,2.0,CE,2017,1.0,,1.0,1.0,2.0,2.0,1.0,2.0,,,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,,210.52631578947367
387747,4.0,,2.0,,,2.0,2.0,,,,2.0,2.0,CE,2017,,,1.0,1.0,1.0,,,2.0,,,1.0,,1.0,2.0,1.0,4.0,1.0,1.0,1.0,,26.31578947368421
387748,4.0,22.19503933,2.0,,,2.0,2.0,1.0,2.0,2.0,4.0,2.0,CE,2017,3.0,,1.0,1.0,1.0,4.0,1.0,2.0,,,1.0,2.0,1.0,2.0,1.0,5.0,5.0,1.0,1.0,,263.1578947368421
387750,4.0,15.17485166,1.0,,,2.0,2.0,1.0,,2.0,4.0,2.0,CE,2017,,,4.0,8.0,5.0,,,2.0,,,1.0,,1.0,2.0,1.0,3.0,1.0,2.0,6.0,,131.57894736842104
387751,4.0,18.18637442,1.0,,,2.0,2.0,1.0,2.0,2.0,2.0,2.0,CE,2017,5.0,,1.0,1.0,1.0,2.0,2.0,2.0,,,1.0,5.0,1.0,2.0,1.0,4.0,1.0,,,,26.31578947368421
387755,4.0,19.97440626,2.0,,,1.0,2.0,1.0,2.0,2.0,2.0,2.0,CE,2017,5.0,,1.0,1.0,1.0,1.0,2.0,2.0,,,1.0,6.0,1.0,2.0,1.0,3.0,1.0,1.0,1.0,,78.94736842105263
387757,4.0,25.90123457,2.0,,,2.0,2.0,5.0,1.0,1.0,4.0,2.0,CE,2017,2.0,,1.0,1.0,1.0,4.0,1.0,2.0,,,1.0,3.0,3.0,2.0,1.0,4.0,3.0,3.0,5.0,,342.10526315789474
387759,4.0,18.33950617,1.0,,,2.0,2.0,1.0,2.0,2.0,2.0,2.0,CE,2017,3.0,,1.0,1.0,3.0,3.0,2.0,2.0,,,1.0,3.0,1.0,2.0,1.0,3.0,4.0,1.0,3.0,,263.1578947368421
387760,4.0,21.21687995,1.0,,,1.0,2.0,1.0,2.0,2.0,2.0,2.0,CE,2017,1.0,,1.0,1.0,2.0,2.0,2.0,2.0,,,1.0,1.0,1.0,2.0,1.0,4.0,1.0,1.0,4.0,,26.31578947368421
387761,4.0,32.96193772,2.0,,,2.0,2.0,2.0,1.0,2.0,,2.0,CE,2017,4.0,,1.0,1.0,1.0,4.0,1.0,2.0,,,1.0,2.0,6.0,2.0,1.0,4.0,2.0,1.0,,,105.26315789473684
387762,4.0,20.31691069,1.0,,,2.0,2.0,5.0,,2.0,2.0,2.0,CE,2017,,,1.0,3.0,4.0,,,2.0,,,1.0,,4.0,2.0,1.0,5.0,5.0,2.0,5.0,,263.1578947368421
387763,4.0,,1.0,,,2.0,2.0,1.0,2.0,,2.0,2.0,CE,2017,2.0,,1.0,1.0,1.0,3.0,3.0,2.0,,,1.0,2.0,6.0,2.0,1.0,5.0,1.0,,,,0.0
387764,4.0,22.42975041,1.0,,,2.0,2.0,1.0,2.0,2.0,2.0,2.0,CE,2017,1.0,,1.0,2.0,1.0,4.0,1.0,2.0,,,1.0,1.0,1.0,2.0,2.0,3.0,1.0,1.0,1.0,,78.94736842105263
387765,4.0,26.43080125,1.0,,,1.0,2.0,2.0,2.0,1.0,3.0,2.0,CE,2017,5.0,,3.0,1.0,3.0,3.0,3.0,1.0,,,1.0,5.0,2.0,2.0,1.0,3.0,3.0,,4.0,,210.52631578947367
387767,4.0,,2.0,,,2.0,2.0,1.0,2.0,,2.0,2.0,CE,2017,1.0,,1.0,1.0,2.0,3.0,2.0,2.0,,,1.0,2.0,1.0,2.0,3.0,4.0,5.0,1.0,,,289.4736842105263
387768,4.0,37.79938272,3.0,,,1.0,1.0,,,2.0,3.0,2.0,CE,2017,3.0,,1.0,2.0,4.0,2.0,3.0,,,,,3.0,,,1.0,5.0,1.0,2.0,2.0,,0.0
387770,4.0,17.89335281,1.0,,,2.0,1.0,2.0,1.0,2.0,2.0,2.0,CE,2017,2.0,,1.0,1.0,3.0,3.0,2.0,2.0,,,1.0,1.0,6.0,2.0,2.0,4.0,1.0,1.0,1.0,,26.31578947368421
387771,4.0,20.75811135,2.0,,,2.0,2.0,1.0,2.0,2.0,2.0,2.0,CE,2017,7.0,,1.0,1.0,3.0,3.0,2.0,2.0,,,1.0,7.0,1.0,2.0,1.0,3.0,1.0,3.0,6.0,,78.94736842105263
387772,4.0,34.14505627,1.0,,,2.0,2.0,1.0,2.0,2.0,2.0,2.0,CE,2017,2.0,,1.0,1.0,1.0,4.0,1.0,1.0,,,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,,131.57894736842104
387773,4.0,20.31711905,,,,2.0,2.0,2.0,2.0,2.0,3.0,2.0,CE,2017,1.0,,1.0,1.0,4.0,1.0,3.0,1.0,,,1.0,7.0,3.0,2.0,5.0,3.0,1.0,1.0,,,78.94736842105263
387776,4.0,21.66023875,1.0,,,1.0,2.0,,2.0,2.0,2.0,2.0,CE,2017,,,1.0,1.0,1.0,,,2.0,,,1.0,,5.0,2.0,1.0,2.0,1.0,3.0,2.0,,131.57894736842104
387777,4.0,21.99449036,1.0,,,1.0,1.0,,,2.0,2.0,2.0,CE,2017,,,1.0,3.0,5.0,,,2.0,,,1.0,,,1.0,2.0,3.0,1.0,,,,78.94736842105263
387779,4.0,21.19031142,2.0,,,2.0,2.0,1.0,2.0,2.0,2.0,2.0,CE,2017,1.0,,1.0,1.0,1.0,3.0,3.0,2.0,,,1.0,2.0,1.0,2.0,1.0,5.0,1.0,1.0,5.0,,0.0
387780,4.0,39.91438763,1.0,,,2.0,2.0,1.0,2.0,2.0,2.0,2.0,CE,2017,5.0,,1.0,1.0,2.0,4.0,1.0,2.0,,,1.0,3.0,1.0,2.0,1.0,4.0,1.0,1.0,1.0,,26.31578947368421
387781,4.0,24.76644363,1.0,,,1.0,1.0,,2.0,1.0,2.0,2.0,CE,2017,,,1.0,8.0,6.0,,,2.0,,,1.0,,5.0,2.0,4.0,5.0,1.0,1.0,1.0,,0.0
387782,4.0,21.68316459,1.0,,,2.0,2.0,1.0,2.0,2.0,1.0,2.0,CE,2017,1.0,,1.0,1.0,1.0,2.0,2.0,2.0,,,1.0,1.0,6.0,2.0,1.0,5.0,1.0,1.0,6.0,,0.0
387784,4.0,17.77306122,1.0,,,2.0,2.0,1.0,2.0,2.0,2.0,2.0,CE,2017,,,1.0,1.0,1.0,,,2.0,,,1.0,,1.0,2.0,1.0,3.0,1.0,1.0,1.0,,78.94736842105263
387785,4.0,18.42097405,1.0,,,2.0,2.0,1.0,2.0,2.0,2.0,2.0,CE,2017,2.0,,3.0,1.0,1.0,3.0,3.0,2.0,,,1.0,4.0,1.0,2.0,1.0,2.0,2.0,,,,210.52631578947367
387786,4.0,,1.0,,,2.0,2.0,1.0,2.0,,2.0,2.0,CE,2017,5.0,,1.0,1.0,1.0,2.0,2.0,2.0,,,1.0,5.0,1.0,2.0,5.0,3.0,2.0,1.0,1.0,,157.89473684210526
387787,4.0,23.49226503,2.0,,,2.0,2.0,1.0,2.0,2.0,3.0,2.0,CE,2017,1.0,,1.0,1.0,1.0,3.0,3.0,2.0,,,1.0,7.0,1.0,2.0,1.0,5.0,1.0,1.0,,,0.0
387788,4.0,20.08928571,2.0,,,1.0,1.0,1.0,1.0,2.0,,2.0,CE,2017,7.0,,1.0,8.0,4.0,3.0,4.0,2.0,,,1.0,6.0,5.0,2.0,5.0,5.0,3.0,1.0,1.0,,131.57894736842104
387789,4.0,17.9269073,2.0,,,2.0,2.0,2.0,1.0,2.0,3.0,2.0,CE,2017,3.0,,1.0,1.0,1.0,3.0,1.0,2.0,,,1.0,2.0,6.0,2.0,1.0,4.0,1.0,1.0,4.0,,26.31578947368421
387790,4.0,19.55265306,1.0,,,2.0,2.0,1.0,1.0,2.0,2.0,2.0,CE,2017,2.0,,1.0,1.0,1.0,1.0,1.0,2.0,,,,5.0,2.0,2.0,1.0,5.0,1.0,1.0,2.0,,0.0
387791,4.0,34.93028096,2.0,,,1.0,1.0,2.0,1.0,2.0,2.0,2.0,CE,2017,2.0,,1.0,1.0,3.0,5.0,1.0,1.0,,,1.0,1.0,3.0,2.0,1.0,4.0,2.0,,2.0,,105.26315789473684
387792,4.0,29.70697317,1.0,,,1.0,2.0,1.0,2.0,2.0,2.0,2.0,CE,2017,1.0,,1.0,1.0,6.0,4.0,4.0,1.0,,,1.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,5.0,,289.4736842105263
387793,4.0,22.75778547,1.0,,,2.0,2.0,1.0,2.0,2.0,2.0,2.0,CE,2017,3.0,,1.0,1.0,3.0,3.0,2.0,2.0,,,1.0,7.0,1.0,2.0,1.0,3.0,1.0,1.0,1.0,,78.94736842105263
387794,4.0,15.74927408,2.0,,,2.0,2.0,1.0,2.0,2.0,4.0,2.0,CE,2017,1.0,,1.0,1.0,1.0,1.0,2.0,2.0,,,,3.0,1.0,2.0,1.0,3.0,1.0,1.0,1.0,,78.94736842105263
387795,4.0,17.77306122,1.0,,,1.0,2.0,1.0,2.0,2.0,2.0,2.0,CE,2017,6.0,,1.0,1.0,1.0,1.0,3.0,2.0,,,1.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,,210.52631578947367
387796,4.0,25.3099001,2.0,,,1.0,1.0,1.0,2.0,1.0,2.0,2.0,CE,2017,3.0,,1.0,1.0,2.0,3.0,3.0,2.0,,,1.0,2.0,1.0,2.0,1.0,4.0,1.0,1.0,1.0,,26.31578947368421
387798,4.0,30.06564828,1.0,,,2.0,2.0,1.0,2.0,2.0,2.0,2.0,CE,2017,2.0,,1.0,1.0,1.0,3.0,1.0,2.0,,,1.0,2.0,1.0,2.0,1.0,3.0,1.0,1.0,1.0,,78.94736842105263
387800,4.0,31.39100346,1.0,,,1.0,2.0,1.0,2.0,2.0,1.0,2.0,CE,2017,3.0,,1.0,4.0,2.0,4.0,1.0,1.0,,,1.0,1.0,1.0,2.0,5.0,5.0,5.0,3.0,4.0,,263.1578947368421
387802,4.0,21.16110187,2.0,,,1.0,2.0,1.0,2.0,2.0,1.0,2.0,CE,2017,2.0,,1.0,1.0,1.0,3.0,2.0,2.0,,,1.0,2.0,1.0,2.0,1.0,4.0,1.0,1.0,1.0,,26.31578947368421
387804,4.0,23.14342404,1.0,,,2.0,2.0,1.0,2.0,2.0,4.0,2.0,CE,2017,7.0,,1.0,1.0,1.0,3.0,4.0,2.0,,,1.0,7.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,,210.52631578947367
387805,4.0,,1.0,,,1.0,2.0,1.0,2.0,,1.0,2.0,CE,2017,3.0,,1.0,1.0,1.0,3.0,4.0,2.0,,,1.0,6.0,1.0,2.0,1.0,3.0,1.0,2.0,6.0,,78.94736842105263
387806,4.0,21.90380003,1.0,,,2.0,1.0,1.0,2.0,2.0,1.0,2.0,CE,2017,2.0,,1.0,1.0,2.0,4.0,1.0,1.0,,,1.0,7.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,,131.57894736842104
387808,4.0,19.59876543,1.0,,,2.0,2.0,1.0,2.0,2.0,1.0,2.0,CE,2017,2.0,,1.0,1.0,3.0,3.0,2.0,2.0,,,1.0,2.0,1.0,2.0,1.0,4.0,1.0,1.0,1.0,,26.31578947368421
387809,4.0,17.91975309,2.0,,,2.0,2.0,1.0,1.0,2.0,1.0,2.0,CE,2017,2.0,,1.0,1.0,1.0,2.0,2.0,2.0,,,1.0,2.0,1.0,2.0,1.0,5.0,1.0,1.0,6.0,,0.0
387810,4.0,,1.0,,,1.0,2.0,1.0,2.0,,2.0,2.0,CE,2017,3.0,,1.0,1.0,1.0,4.0,1.0,2.0,,,1.0,2.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,,131.57894736842104
387811,4.0,21.89946854,1.0,,,1.0,1.0,1.0,2.0,2.0,2.0,2.0,CE,2017,2.0,,1.0,1.0,2.0,3.0,4.0,2.0,,,1.0,2.0,,2.0,1.0,3.0,2.0,3.0,5.0,,157.89473684210526
387812,4.0,29.97923875,1.0,,,1.0,2.0,1.0,2.0,2.0,2.0,2.0,CE,2017,3.0,,1.0,1.0,3.0,3.0,4.0,2.0,,,1.0,2.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,,131.57894736842104
387815,4.0,22.49858277,2.0,,,2.0,2.0,1.0,2.0,2.0,2.0,2.0,CE,2017,2.0,,1.0,1.0,1.0,3.0,4.0,2.0,,,1.0,3.0,1.0,2.0,1.0,4.0,1.0,1.0,6.0,,26.31578947368421
387816,4.0,19.46366782,1.0,,,1.0,2.0,1.0,2.0,2.0,2.0,2.0,CE,2017,,,1.0,1.0,1.0,2.0,2.0,2.0,,,1.0,,1.0,2.0,3.0,3.0,5.0,1.0,1.0,,342.10526315789474
387817,4.0,17.1875,1.0,,,2.0,2.0,1.0,2.0,2.0,1.0,2.0,CE,2017,,,2.0,1.0,1.0,2.0,2.0,2.0,,,1.0,,1.0,2.0,1.0,2.0,1.0,1.0,1.0,,131.57894736842104
387818,4.0,25.00584717,2.0,,,1.0,2.0,4.0,2.0,1.0,2.0,2.0,CE,2017,2.0,,1.0,1.0,3.0,3.0,2.0,2.0,,,1.0,3.0,3.0,2.0,4.0,3.0,5.0,,5.0,,342.10526315789474
387819,4.0,38.32139578,2.0,,,1.0,2.0,1.0,2.0,2.0,3.0,2.0,CE,2017,2.0,,1.0,1.0,1.0,3.0,1.0,2.0,,,,2.0,1.0,2.0,1.0,5.0,1.0,1.0,1.0,,0.0
387820,4.0,16.48096886,1.0,,,2.0,2.0,1.0,2.0,2.0,2.0,2.0,CE,2017,1.0,,1.0,1.0,5.0,3.0,3.0,2.0,,,1.0,7.0,1.0,2.0,5.0,2.0,1.0,1.0,2.0,,131.57894736842104
387821,4.0,22.26442659,1.0,,,2.0,2.0,1.0,2.0,2.0,2.0,2.0,CE,2017,2.0,,1.0,1.0,5.0,3.0,1.0,2.0,,,1.0,2.0,5.0,2.0,1.0,3.0,5.0,2.0,3.0,,342.10526315789474
387822,4.0,19.84653061,1.0,,,2.0,2.0,1.0,2.0,2.0,2.0,2.0,CE,2017,5.0,,1.0,1.0,2.0,3.0,2.0,2.0,,,1.0,2.0,1.0,2.0,1.0,3.0,1.0,1.0,1.0,,78.94736842105263
387823,4.0,20.73469388,1.0,,,2.0,2.0,1.0,2.0,2.0,4.0,2.0,CE,2017,3.0,,1.0,1.0,3.0,3.0,4.0,2.0,,,1.0,6.0,5.0,2.0,4.0,3.0,1.0,1.0,4.0,,78.94736842105263
387826,4.0,24.3372049,1.0,,,2.0,2.0,1.0,2.0,1.0,2.0,2.0,CE,2017,5.0,,1.0,1.0,2.0,2.0,2.0,2.0,,,1.0,5.0,1.0,2.0,1.0,4.0,1.0,1.0,1.0,,26.31578947368421
387827,4.0,18.88033299,2.0,,,1.0,1.0,2.0,2.0,2.0,2.0,2.0,CE,2017,2.0,,1.0,1.0,2.0,2.0,3.0,2.0,,,1.0,2.0,6.0,2.0,1.0,2.0,1.0,1.0,1.0,,131.57894736842104
387828,4.0,21.66023875,1.0,,,2.0,2.0,1.0,2.0,2.0,4.0,2.0,CE,2017,2.0,,1.0,1.0,2.0,2.0,1.0,2.0,,,1.0,1.0,1.0,2.0,1.0,4.0,3.0,1.0,1.0,,157.89473684210526
387829,4.0,26.6731264,2.0,,,2.0,2.0,3.0,2.0,1.0,4.0,2.0,CE,2017,2.0,,1.0,1.0,3.0,4.0,1.0,2.0,,,1.0,3.0,3.0,2.0,1.0,3.0,1.0,1.0,5.0,,131.57894736842104
387832,4.0,21.47456129,1.0,,,1.0,1.0,6.0,,2.0,2.0,2.0,CE,2017,,,2.0,1.0,3.0,,,2.0,,,1.0,,5.0,2.0,5.0,1.0,2.0,2.0,6.0,,289.4736842105263
387834,4.0,15.07756233,1.0,,,1.0,2.0,1.0,2.0,2.0,4.0,2.0,CE,2017,2.0,,1.0,1.0,1.0,3.0,2.0,2.0,,,1.0,6.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,,210.52631578947367
387835,4.0,19.32836763,1.0,,,2.0,2.0,1.0,1.0,2.0,2.0,2.0,CE,2017,1.0,,1.0,1.0,1.0,1.0,1.0,2.0,,,1.0,1.0,1.0,2.0,1.0,5.0,1.0,1.0,1.0,,0.0
387836,4.0,26.66122449,1.0,,,2.0,1.0,2.0,2.0,1.0,2.0,2.0,CE,2017,2.0,,1.0,1.0,1.0,4.0,1.0,2.0,,,,2.0,5.0,2.0,3.0,4.0,1.0,2.0,5.0,,26.31578947368421
387837,4.0,24.34643352,1.0,,,2.0,2.0,1.0,2.0,1.0,3.0,2.0,CE,2017,1.0,,3.0,2.0,3.0,,3.0,2.0,,,1.0,3.0,1.0,2.0,1.0,3.0,3.0,1.0,1.0,,210.52631578947367
387839,4.0,24.16955017,2.0,,,2.0,2.0,1.0,2.0,1.0,3.0,2.0,CE,2017,3.0,,1.0,1.0,1.0,3.0,2.0,2.0,,,1.0,2.0,4.0,2.0,1.0,3.0,1.0,2.0,5.0,,78.94736842105263
387840,4.0,20.40484429,2.0,,,1.0,2.0,1.0,2.0,2.0,4.0,2.0,CE,2017,5.0,,1.0,8.0,5.0,2.0,4.0,2.0,,,1.0,4.0,1.0,2.0,1.0,2.0,5.0,1.0,4.0,,394.7368421052632
387841,4.0,24.43755102,1.0,,,2.0,1.0,3.0,2.0,1.0,,2.0,CE,2017,4.0,,1.0,1.0,8.0,4.0,2.0,2.0,,,1.0,5.0,6.0,2.0,1.0,3.0,3.0,1.0,6.0,,210.52631578947367
387845,4.0,19.50491206,1.0,,,1.0,2.0,1.0,,2.0,3.0,2.0,CE,2017,3.0,,3.0,3.0,3.0,3.0,,,,,,2.0,2.0,1.0,1.0,1.0,1.0,,,,210.52631578947367
387846,4.0,20.90329504,2.0,,,2.0,2.0,,,2.0,2.0,2.0,CE,2017,,,1.0,1.0,1.0,,,2.0,,,1.0,,,2.0,3.0,2.0,1.0,1.0,,,131.57894736842104
387847,4.0,20.1868451,1.0,,,1.0,2.0,1.0,2.0,2.0,2.0,2.0,CE,2017,1.0,,1.0,1.0,2.0,2.0,2.0,2.0,,,1.0,2.0,1.0,2.0,1.0,5.0,1.0,1.0,1.0,,0.0
387849,4.0,26.65932048,2.0,,,2.0,2.0,1.0,1.0,1.0,2.0,2.0,CE,2017,3.0,,1.0,1.0,3.0,2.0,2.0,2.0,,,1.0,3.0,3.0,2.0,3.0,3.0,1.0,1.0,3.0,,157.89473684210526
387850,4.0,25.15954425,1.0,,,1.0,2.0,2.0,,1.0,2.0,2.0,CE,2017,,,1.0,3.0,3.0,,,2.0,,,1.0,,5.0,2.0,1.0,3.0,1.0,1.0,6.0,,78.94736842105263
387851,4.0,21.62612245,1.0,,,2.0,2.0,2.0,2.0,2.0,2.0,2.0,CE,2017,7.0,,1.0,1.0,4.0,3.0,4.0,2.0,,,1.0,7.0,6.0,2.0,2.0,5.0,2.0,2.0,6.0,,78.94736842105263
387852,4.0,17.47591837,2.0,,,2.0,2.0,1.0,2.0,2.0,3.0,2.0,CE,2017,1.0,,1.0,1.0,1.0,2.0,2.0,2.0,,,,2.0,1.0,2.0,2.0,4.0,1.0,1.0,1.0,,26.31578947368421
387853,4.0,22.49858277,2.0,,,2.0,2.0,1.0,2.0,2.0,2.0,2.0,CE,2017,1.0,,1.0,1.0,1.0,3.0,2.0,2.0,,,1.0,1.0,1.0,2.0,1.0,4.0,1.0,1.0,1.0,,26.31578947368421
387854,4.0,23.94667379,2.0,,,1.0,1.0,1.0,2.0,1.0,3.0,2.0,CE,2017,4.0,,1.0,1.0,2.0,4.0,1.0,2.0,,,,2.0,1.0,1.0,1.0,4.0,1.0,2.0,4.0,,26.31578947368421
387855,4.0,19.4921875,1.0,,,2.0,2.0,1.0,2.0,2.0,2.0,2.0,CE,2017,1.0,,1.0,1.0,3.0,3.0,3.0,2.0,,,1.0,1.0,1.0,2.0,1.0,2.0,5.0,1.0,1.0,,394.7368421052632
387857,4.0,21.97534164,1.0,,,2.0,2.0,,1.0,2.0,2.0,2.0,CE,2017,2.0,,3.0,2.0,3.0,2.0,4.0,2.0,,,1.0,1.0,5.0,2.0,1.0,2.0,5.0,,,,447.36842105263156
387858,4.0,18.90123457,2.0,,,2.0,2.0,1.0,2.0,2.0,3.0,2.0,CE,2017,,,1.0,1.0,1.0,3.0,2.0,2.0,,,1.0,,1.0,2.0,1.0,4.0,1.0,1.0,5.0,,26.31578947368421
387859,4.0,18.49042734,1.0,,,2.0,2.0,1.0,1.0,2.0,4.0,2.0,CE,2017,7.0,,1.0,1.0,3.0,2.0,2.0,2.0,,,1.0,7.0,1.0,2.0,1.0,5.0,1.0,1.0,,,0.0
387860,4.0,19.30449827,1.0,,,2.0,2.0,1.0,2.0,2.0,2.0,2.0,CE,2017,1.0,,1.0,1.0,1.0,3.0,3.0,2.0,,,1.0,1.0,1.0,2.0,1.0,3.0,1.0,1.0,3.0,,78.94736842105263
387861,4.0,24.64067451,1.0,,,2.0,2.0,1.0,2.0,1.0,2.0,2.0,CE,2017,3.0,,1.0,1.0,1.0,4.0,1.0,2.0,,,1.0,1.0,1.0,2.0,1.0,5.0,1.0,1.0,,,0.0
387862,4.0,26.58639246,1.0,,,1.0,2.0,1.0,1.0,1.0,2.0,2.0,CE,2017,,,1.0,1.0,5.0,2.0,3.0,2.0,,,1.0,,1.0,2.0,1.0,5.0,1.0,1.0,1.0,,0.0
387863,4.0,37.02857143,1.0,,,2.0,2.0,1.0,,2.0,1.0,2.0,CE,2017,,,1.0,1.0,2.0,,,2.0,,,,,1.0,2.0,3.0,3.0,1.0,2.0,5.0,,78.94736842105263
387864,4.0,16.04232684,2.0,,,2.0,2.0,1.0,2.0,2.0,1.0,2.0,CE,2017,2.0,,1.0,1.0,1.0,3.0,2.0,2.0,,,1.0,1.0,1.0,2.0,1.0,5.0,1.0,1.0,1.0,,0.0
387865,4.0,29.95987654,2.0,,,1.0,1.0,3.0,2.0,2.0,3.0,2.0,CE,2017,7.0,,1.0,1.0,5.0,4.0,1.0,2.0,,,1.0,7.0,3.0,2.0,4.0,4.0,1.0,4.0,3.0,,26.31578947368421
387866,4.0,26.98989899,1.0,,,2.0,2.0,1.0,2.0,1.0,2.0,2.0,CE,2017,3.0,,1.0,1.0,1.0,4.0,1.0,2.0,,,1.0,3.0,1.0,2.0,1.0,3.0,1.0,1.0,1.0,,78.94736842105263
387867,4.0,24.14367347,2.0,,,2.0,2.0,1.0,2.0,1.0,1.0,2.0,CE,2017,2.0,,1.0,1.0,1.0,4.0,1.0,2.0,,,1.0,2.0,1.0,2.0,1.0,3.0,1.0,1.0,1.0,,78.94736842105263
387868,4.0,23.19151622,2.0,,,2.0,2.0,1.0,2.0,2.0,1.0,2.0,CE,2017,4.0,,1.0,1.0,3.0,2.0,2.0,2.0,,,1.0,5.0,1.0,2.0,1.0,3.0,1.0,1.0,1.0,,78.94736842105263
387870,4.0,21.6171875,1.0,,,2.0,2.0,1.0,1.0,2.0,2.0,2.0,CE,2017,4.0,,1.0,1.0,3.0,2.0,2.0,2.0,,,1.0,6.0,5.0,2.0,1.0,4.0,1.0,1.0,1.0,,26.31578947368421
387872,4.0,19.61937716,1.0,,,2.0,2.0,1.0,1.0,2.0,2.0,2.0,CE,2017,1.0,,1.0,1.0,5.0,3.0,3.0,2.0,,,1.0,1.0,,2.0,1.0,4.0,2.0,1.0,1.0,,105.26315789473684
387873,4.0,21.67278808,1.0,,,2.0,2.0,1.0,2.0,2.0,2.0,2.0,CE,2017,3.0,,1.0,1.0,1.0,3.0,2.0,2.0,,,1.0,3.0,,2.0,1.0,3.0,5.0,1.0,1.0,,394.7368421052632
387874,4.0,17.88049807,2.0,,,2.0,2.0,1.0,2.0,2.0,2.0,2.0,CE,2017,6.0,,1.0,1.0,1.0,2.0,2.0,2.0,,,1.0,2.0,1.0,1.0,1.0,4.0,1.0,1.0,,,26.31578947368421
387875,4.0,20.29938272,2.0,,,2.0,2.0,1.0,2.0,2.0,2.0,2.0,CE,2017,3.0,,1.0,1.0,1.0,3.0,2.0,2.0,,,1.0,2.0,1.0,2.0,1.0,4.0,3.0,1.0,,,157.89473684210526
387876,4.0,20.89356576,1.0,,,2.0,2.0,1.0,2.0,2.0,4.0,2.0,CE,2017,1.0,,1.0,1.0,1.0,2.0,3.0,2.0,,,1.0,2.0,1.0,2.0,1.0,5.0,1.0,1.0,1.0,,0.0
387877,4.0,19.84375,2.0,,,2.0,,,,2.0,2.0,2.0,CE,2017,,,1.0,4.0,1.0,,,,,,1.0,,,2.0,2.0,4.0,1.0,,,,210.52631578947367
387878,4.0,22.39883126,1.0,,,1.0,1.0,1.0,1.0,2.0,2.0,2.0,CE,2017,3.0,,1.0,1.0,1.0,4.0,4.0,2.0,,,1.0,2.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,,131.57894736842104
387881,4.0,21.62612245,1.0,,,2.0,2.0,1.0,2.0,2.0,4.0,2.0,CE,2017,2.0,,1.0,1.0,1.0,2.0,,2.0,,,1.0,2.0,1.0,2.0,1.0,5.0,1.0,1.0,1.0,,0.0
387882,4.0,17.03514739,1.0,,,2.0,2.0,1.0,2.0,2.0,2.0,2.0,CE,2017,2.0,,1.0,1.0,1.0,1.0,2.0,2.0,,,1.0,2.0,1.0,2.0,1.0,3.0,1.0,1.0,4.0,,78.94736842105263
387883,4.0,19.32782369,1.0,,,2.0,2.0,1.0,2.0,2.0,2.0,2.0,CE,2017,4.0,,1.0,1.0,1.0,2.0,2.0,2.0,,,1.0,5.0,1.0,2.0,1.0,5.0,1.0,1.0,1.0,,0.0
387886,4.0,21.82552801,1.0,,,2.0,2.0,5.0,2.0,2.0,3.0,2.0,CE,2017,2.0,,1.0,1.0,8.0,3.0,4.0,2.0,,,1.0,6.0,3.0,2.0,1.0,5.0,1.0,1.0,1.0,,0.0
387887,4.0,22.28719723,2.0,,,2.0,2.0,1.0,2.0,2.0,3.0,2.0,CE,2017,1.0,,1.0,1.0,1.0,3.0,,2.0,,,1.0,2.0,1.0,2.0,1.0,5.0,1.0,1.0,1.0,,0.0
387888,4.0,24.38320507,1.0,,,2.0,2.0,1.0,2.0,1.0,1.0,2.0,CE,2017,2.0,,1.0,1.0,1.0,3.0,1.0,2.0,,,1.0,1.0,1.0,2.0,5.0,2.0,1.0,1.0,1.0,,131.57894736842104
387889,4.0,21.47456129,1.0,,,2.0,1.0,1.0,2.0,2.0,2.0,2.0,CE,2017,7.0,,1.0,1.0,2.0,3.0,3.0,2.0,,,1.0,1.0,1.0,2.0,1.0,3.0,1.0,1.0,3.0,,78.94736842105263
